Category,Discussion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Engineering and Applications,databricks or linux will useful to practice these skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"What type of Question do we ask? How many times do Debit Card used in Transaction?
What IN PUT to use: number of login attempt of that particular Debit card? How many log errors for CVV?
What OUT PUT do we expect? Log error text
Type of Problem: Regression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Classification & Machine Learning Use case,What is the meaning of 'Binary' in the classification part of supervised learning?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Classification & Machine Learning Use case,Can you differentiate between supervised and unsupervised machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Classification & Machine Learning Use case,"How can we mitigate for unexpected and unforeseen circumstances, such as a pandemic, in creating models? Can we monitor in real-time how a model is preforming and adjust accordingly? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Classification & Machine Learning Use case,Reinforcement  learning ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Classification & Machine Learning Use case,"
Please are we also covering re reinforcement learning in addition to supervise and unsupervised learning?Which of the algorithm we will be using to train our models?
Lastly, is there any chance of we deploying our ml as standalone application?  

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Engineering and Applications,Is Pyspark and using Python in Apache spark the same thing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Engineering and Applications,"Answer: PySpark is the Python API for Apache Spark, an open source, distributed computing framework and set of libraries for real-time, large-scale data processing. If you're already familiar with Python and libraries such as Pandas, then PySpark is a good language to learn to create more scalable analyses and pipelines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Engineering and Applications,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.,In this module what language in Apache spark would we be focusing on.
Data Engineering and Applications,Answer: Mostly Python and a bit SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"May I get more insight on the three ticked lines from top tick what is it, second and the last I get it that it is DF!

Answer: First part is creating a dataframe second part is checking the Schemao of the generated Dataframe and finally see the Dataframe
Thank you for the Answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"What desc() mean?

Answer: Sorting the values of the age column in a descending order from the largest number to the smallest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Transformation and action are operation of RDD as well as DataFrame, than what is difference between RDD and DataFrame?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Answer: They are same concepts for both RDDs and Dataframes however there are small differences between commands but concept is same
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,Sorting the words according to alphabetical order will assist in the collation of word sums to avoid repetition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Does that means that, A big data must have at least one of the 5Vs or must have all the 5Vs to be termed as a Big Data? Perhaps I catch you that it must have at least one among the 5Vs? Am I right? Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,Indeed you're right. Big data needs to have at least one V consideration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,Does big data create or store in database? what are diffrences between these type?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Big data and databases are related concepts, but they serve different purposes in the field of data management.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Big Data: Big data refers to extremely large and complex datasets that traditional data processing applications are inadequate to handle. Big data is characterized by the three Vs: volume, velocity, and variety. Volume refers to the sheer size of the data, velocity relates to the speed at which data is generated and processed, and variety refers to the diverse types of data, including structured, semi-structured, and unstructured data.
Big data is often associated with technologies and techniques that allow organizations to capture, store, process, and analyze large volumes of data. This may include technologies like Apache Hadoop, Apache Spark, and other distributed computing frameworks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Databases: A database is a structured collection of data that is organized in a way to facilitate efficient storage, retrieval, and management of data. Databases are designed to handle structured data, which is typically organized in tables with rows and columns. The most common types of databases are relational databases, where data is stored in tables and relationships between tables are defined.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Scale:Big Data: Focuses on handling massive volumes of data that may exceed the capacity of traditional databases.
Databases: Typically used for moderate to large-scale datasets but may face challenges with the scale of big data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"
Processing Paradigm:Big Data: Often involves distributed and parallel processing using technologies like Hadoop and Spark.
Databases: Generally follow a centralized processing model, though some modern databases support distributed architectures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"
Use Cases:Big Data: Commonly used for analytics, machine learning, and extracting insights from large and diverse datasets.
Databases: Used for transactional processing, querying, and managing structured data efficiently.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Data Analytics & Use case,"Databases provide a structured and organized way to store data, making it easy to query and retrieve specific information. They are suitable for handling structured and well-defined data, but they may face challenges when dealing with the massive scale and variety of data associated with big data.
Differences:Data Type:Big Data: Involves large and diverse datasets, including structured, semi-structured, and unstructured data.
Databases: Primarily deal with structured data, organized in tables with predefined schemas.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Engineering and Applications,Can we be able to create SaaS on our own ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
